******0.890722	0.803262 @ round=4, C=1, lambda_L=1, lambda_D=1, thr=0
******0.745588	0.696738 @ round=5, C=1, lambda_L=1, lambda_D=1, thr=0
******0.875036	0.766055 @ round=6, C=1, lambda_L=1, lambda_D=1, thr=0
******0.81534	0.738532 @ round=7, C=1, lambda_L=1, lambda_D=1, thr=0
******0.926034	0.821101 @ round=8, C=1, lambda_L=1, lambda_D=1, thr=0
******0.810289	0.754332 @ round=9, C=1, lambda_L=1, lambda_D=1, thr=0
******0.809806	0.743629 @ round=10, C=1, lambda_L=1, lambda_D=1, thr=0
<==========  END @ 29-Nov-2012 10:34:21, C = 1, lambda_L = 1, lambda_D = 1, thr = 0, beta = 10000 ============>
<==========  BEGIN @ 29-Nov-2012 10:34:21, C = 1, lambda_L = 1, lambda_D = 1 , thr = 0, beta = 10000============>
******0.884499	0.781762 @ round=1, C=1, lambda_L=1, lambda_D=1, thr=0
******0.870737	0.788934 @ round=2, C=1, lambda_L=1, lambda_D=1, thr=0
******0.934937	0.853484 @ round=3, C=1, lambda_L=1, lambda_D=1, thr=0
******0.879267	0.787398 @ round=4, C=1, lambda_L=1, lambda_D=1, thr=0
******0.851299	0.788422 @ round=5, C=1, lambda_L=1, lambda_D=1, thr=0
******0.904751	0.807377 @ round=6, C=1, lambda_L=1, lambda_D=1, thr=0
******0.914576	0.834529 @ round=7, C=1, lambda_L=1, lambda_D=1, thr=0
******0.945525	0.853996 @ round=8, C=1, lambda_L=1, lambda_D=1, thr=0
******0.902747	0.810963 @ round=9, C=1, lambda_L=1, lambda_D=1, thr=0
******0.819228	0.747439 @ round=10, C=1, lambda_L=1, lambda_D=1, thr=0
<==========  END @ 29-Nov-2012 10:34:27, C = 1, lambda_L = 1, lambda_D = 1, thr = 0, beta = 10000 ============>
<==========  BEGIN @ 29-Nov-2012 10:34:27, C = 1, lambda_L = 1, lambda_D = 1 , thr = 0, beta = 10000============>
******0.911306	0.823378 @ round=1, C=1, lambda_L=1, lambda_D=1, thr=0
******0.869574	0.797116 @ round=2, C=1, lambda_L=1, lambda_D=1, thr=0
******0.958655	0.88826 @ round=3, C=1, lambda_L=1, lambda_D=1, thr=0
******0.914073	0.815139 @ round=4, C=1, lambda_L=1, lambda_D=1, thr=0
******0.898734	0.814109 @ round=5, C=1, lambda_L=1, lambda_D=1, thr=0
******0.950548	0.874871 @ round=6, C=1, lambda_L=1, lambda_D=1, thr=0
******0.90571	0.821833 @ round=7, C=1, lambda_L=1, lambda_D=1, thr=0
******0.953582	0.877446 @ round=8, C=1, lambda_L=1, lambda_D=1, thr=0
******0.936098	0.854274 @ round=9, C=1, lambda_L=1, lambda_D=1, thr=0
******0.870809	0.798146 @ round=10, C=1, lambda_L=1, lambda_D=1, thr=0
<==========  END @ 29-Nov-2012 10:34:32, C = 1, lambda_L = 1, lambda_D = 1, thr = 0, beta = 10000 ============>
